ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
1080,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,GET,http://0.0.0.0:5000/login?err=%2FWEB-INF%2Fweb.xml,200,OK,10,133,3213
1081,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,GET,http://0.0.0.0:5000/login?err=%5CWEB-INF%5Cweb.xml,200,OK,3,133,3213
1082,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,10,133,3244
1083,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,GET,http://0.0.0.0:5000/login?err=thishouldnotexistandhopefullyitwillnot,200,OK,3,133,3235
1084,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,6,133,3244
1085,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,6,133,3244
1086,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,9,133,3244
1087,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,12,133,3244
1088,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,5,133,3244
1089,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,8,133,3244
1090,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,8,133,3244
1091,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,4,133,3244
1092,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,9,133,3244
1093,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,5,133,3244
1094,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,15,133,3244
1095,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,6,133,3244
1096,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,7,133,3244
1097,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,10,133,3244
1098,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,7,133,3244
1099,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,8,133,3244
1100,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,7,133,3244
1101,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,10,133,3244
1102,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,6,133,3244
1103,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,GET,http://0.0.0.0:5000,302,Found,4,114,0
1104,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,5,260,0
1105,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,12,260,0
1106,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:11 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,9,260,0
1107,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=http%3A%2F%2Fwww.google.com%2F,200,OK,12,133,3219
1108,Fri Apr 17 17:38:11 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,10,260,0
1109,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,8,260,0
1110,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=http%3A%2F%2Fwww.google.com%3A80%2F,200,OK,10,133,3222
1111,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,12,260,0
1112,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=http%3A%2F%2Fwww.google.com,200,OK,11,133,3218
1113,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,11,260,0
1114,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=http%3A%2F%2Fwww.google.com%2Fsearch%3Fq%3DZAP,200,OK,10,133,3231
1115,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,12,260,0
1116,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=http%3A%2F%2Fwww.google.com%3A80%2Fsearch%3Fq%3DZAP,200,OK,5,133,3234
1117,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=www.google.com%2F,200,OK,4,133,3212
1118,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,6,260,0
1119,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=www.google.com%3A80%2F,200,OK,7,133,3215
1120,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,7,260,0
1121,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=www.google.com,200,OK,5,133,3211
1122,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=www.google.com%2Fsearch%3Fq%3DZAP,200,OK,2,133,3224
1123,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,7,260,0
1124,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=www.google.com%3A80%2Fsearch%3Fq%3DZAP,200,OK,5,133,3227
1125,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,4,260,0
1126,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,10,260,0
1127,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,10,260,0
1128,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,3,260,0
1129,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,3,260,0
1130,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,3,260,0
1131,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,4,260,0
1132,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,4,260,0
1133,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,11,260,0
1134,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/WEB-INF/web.xml,404,Not Found,7,140,2571
1135,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,6,260,0
1137,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/WEB-INF/applicationContext.xml,404,Not Found,11,140,2571
1136,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000,302,Found,7,114,0
1138,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/WEB-INF/classes//msg/ok.class,404,Not Found,5,140,2571
1139,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,6,260,0
1140,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/WEB-INF/classes//msg/err.class,404,Not Found,4,140,2571
1141,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,11,260,0
1142,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=%28%29+%7B+%3A%3B%7D%3B+echo+%27x-powered-by%3A+ShellShock-Vulnerable%27,200,OK,11,133,3249
1143,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,15,260,0
1144,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=%28%29+%7B+%3A%3B%7D%3B+%2Fbin%2Fsleep+15,200,OK,5,133,3220
1145,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/?-s,302,Found,12,114,0
1146,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000,302,Found,16,114,0
1147,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?-s,200,OK,6,133,3170
1148,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?-s,200,OK,9,133,3170
1149,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,405,Method Not Allowed,5,149,2579
1150,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000,302,Found,8,114,0
1152,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,405,Method Not Allowed,6,149,2579
1153,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,405,Method Not Allowed,6,149,2579
1151,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,302,Found,8,260,0
1154,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,302,Found,8,260,0
1155,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,302,Found,8,260,0
1156,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,405,Method Not Allowed,9,149,2579
1157,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,302,Found,5,260,0
1158,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,302,Found,11,260,0
1159,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,302,Found,5,260,0
1160,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/robots.txt?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,405,Method Not Allowed,18,149,2579
1161,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/sitemap.xml?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,405,Method Not Allowed,8,149,2579
1162,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/robots.txt?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,405,Method Not Allowed,7,149,2579
1163,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/sitemap.xml?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,405,Method Not Allowed,6,149,2579
1164,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,5,260,0
1165,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000,302,Found,9,114,0
1166,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,20,260,0
1167,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=4392435322451901412.owasp.org,200,OK,12,133,3226
1168,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,5,260,0
1169,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,8,260,0
1170,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=https%3A%2F%2F4392435322451901412.owasp.org,200,OK,9,133,3234
1171,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,13,260,0
1172,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=https%3A%2F%2F4392435322451901412%252eowasp%252eorg,200,OK,10,133,3238
1173,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,17,260,0
1174,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=5%3BURL%3D%27https%3A%2F%2F4392435322451901412.owasp.org%27,200,OK,9,133,3242
1175,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,17,260,0
1176,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=URL%3D%27http%3A%2F%2F4392435322451901412.owasp.org%27,200,OK,15,133,3239
1177,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,4,260,0
1179,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=https%3A%2F%2F4392435322451901412.owasp.org%2F%3F%D0%9D%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+%D0%BB%D0%BE%D0%B3%D0%B8%D0%BD+%D0%B8%D0%BB%D0%B8+%D0%BF%D0%B0%D1%80%D0%BE%D0%BB%D1%8C,200,OK,2,133,3283
1178,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,8,260,0
1180,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,2,260,0
1181,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=5%3BURL%3D%27https%3A%2F%2F4392435322451901412.owasp.org%2F%3F%D0%9D%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D1%8B%D0%B9+%D0%BB%D0%BE%D0%B3%D0%B8%D0%BD+%D0%B8%D0%BB%D0%B8+%D0%BF%D0%B0%D1%80%D0%BE%D0%BB%D1%8C%27,200,OK,2,133,3291
1182,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=https%3A%2F%2F%5C4392435322451901412.owasp.org,200,OK,2,133,3235
1183,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,3,260,0
1184,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=http%3A%2F%2F%5C4392435322451901412.owasp.org,200,OK,4,133,3234
1185,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,4,260,0
1186,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,11,260,0
1187,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,3,260,0
1188,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,13,260,0
1189,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,10,260,0
1190,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,11,260,0
1191,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,302,Found,5,260,0
1192,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000,302,Found,11,114,0
1193,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,8,133,3244
1194,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,13,133,3244
1195,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,13,133,3244
1196,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=%3C%21--%23EXEC+cmd%3D%22ls+%2F%22--%3E,200,OK,11,133,3236
1197,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,8,133,3244
1198,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=%22%3E%3C%21--%23EXEC+cmd%3D%22ls+%2F%22--%3E%3C,200,OK,17,133,3250
1199,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E,200,OK,8,133,3237
1200,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,11,133,3244
1201,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000/login?err=%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E%3C,200,OK,6,133,3251
1202,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,4,133,3244
1203,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,6,133,3244
1204,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,5,133,3244
1205,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,GET,http://0.0.0.0:5000,302,Found,8,114,0
1206,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:12 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,5,133,3244
1207,Fri Apr 17 17:38:13 EDT 2026,Fri Apr 17 17:38:13 EDT 2026,GET,http://0.0.0.0:5000/login?err=0W45pz4p,200,OK,10,133,3205
1208,Fri Apr 17 17:38:12 EDT 2026,Fri Apr 17 17:38:13 EDT 2026,POST,http://0.0.0.0:5000/login,200,OK,13,133,3244
